"pFat_mean","pFat_stdev","pFat_median","pFat_errlo","pFat_errup","pLiver_mean","pLiver_stdev","pLiver_median","pLiver_errlo","pLiver_errup","pSlow_mean","pSlow_stdev","pSlow_median","pSlow_errlo","pSlow_errup","kMet_mean","kMet_stdev","kMet_median","kMet_errlo","kMet_errup","fAbs_mean","fAbs_stdev","fAbs_median","fAbs_errlo","fAbs_errup"
3.904764670631587933e+02,1.774854705686485090e+02,3.570767077702960250e+02,2.215556144006865509e+02,5.722806337133399666e+02,3.516533787216321798e+02,1.660097241210833090e+02,3.219742705837284120e+02,1.928250719860571394e+02,5.169094510703391734e+02,2.174515587371053016e+02,1.391345466154213568e+02,1.914267618794598889e+02,8.574876065687493565e+01,3.451933596981624532e+02,3.133405274756010499e+02,1.470849061761140035e+02,2.893104101289234222e+02,1.715432641465174299e+02,4.573401447553106323e+02,7.391351114540509748e-01,1.952446963230739518e-01,7.759515049242391438e-01,5.211510447463886253e-01,9.409190525629709256e-01
