"pFat_mean","pFat_stdev","pFat_median","pFat_errlo","pFat_errup","pLiver_mean","pLiver_stdev","pLiver_median","pLiver_errlo","pLiver_errup","pSlow_mean","pSlow_stdev","pSlow_median","pSlow_errlo","pSlow_errup","kMet_mean","kMet_stdev","kMet_median","kMet_errlo","kMet_errup","fAbs_mean","fAbs_stdev","fAbs_median","fAbs_errlo","fAbs_errup"
1.367077899777216317e+02,5.372979002474151855e+01,1.273626072060578593e+02,8.713371541989828017e+01,1.876733615270371729e+02,4.069838971215625065e+02,1.425902193182669180e+02,3.870514973889987687e+02,2.634608060665934204e+02,5.650809040719392442e+02,3.113649175144827836e+02,1.187558769091075703e+02,3.247277991891954798e+02,1.801004534883433053e+02,4.427756999403175655e+02,4.374077829031007241e+02,1.522528648739562698e+02,4.362194989563865875e+02,2.755398837826933232e+02,5.998018568904309404e+02,6.472341904465639395e-01,2.193093752669482976e-01,6.679103137745280305e-01,3.963824738514333257e-01,8.879084723590858763e-01
