16:28:34 [ultranest] [DEBUG] ReactiveNestedSampler: dims=5+0, resume=False, log_dir=calibration/fit/PCB 114/run1, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
16:28:57 [ultranest] [INFO] Sampling 400 live points from prior ...
17:12:02 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
17:12:02 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
17:12:02 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
17:13:08 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-1566.19, Lmax=-20.86
17:25:52 [ultranest] [DEBUG] iteration=66, ncalls=472, regioncalls=2880, ndraw=40, logz=-394.28, remainder_fraction=100.0000%, Lmin=-387.00, Lmax=-20.86
17:26:02 [ultranest] [DEBUG] iteration=67, ncalls=473, regioncalls=2920, ndraw=40, logz=-392.88, remainder_fraction=100.0000%, Lmin=-386.15, Lmax=-20.86
17:26:19 [ultranest] [DEBUG] iteration=68, ncalls=474, regioncalls=2960, ndraw=40, logz=-391.86, remainder_fraction=100.0000%, Lmin=-385.79, Lmax=-20.86
17:26:28 [ultranest] [DEBUG] iteration=69, ncalls=475, regioncalls=3000, ndraw=40, logz=-391.21, remainder_fraction=100.0000%, Lmin=-385.43, Lmax=-20.86
17:26:38 [ultranest] [DEBUG] iteration=70, ncalls=476, regioncalls=3040, ndraw=40, logz=-390.69, remainder_fraction=100.0000%, Lmin=-383.46, Lmax=-20.86
17:26:57 [ultranest] [DEBUG] iteration=71, ncalls=477, regioncalls=3080, ndraw=40, logz=-389.33, remainder_fraction=100.0000%, Lmin=-380.84, Lmax=-20.86
17:27:06 [ultranest] [DEBUG] iteration=72, ncalls=478, regioncalls=3120, ndraw=40, logz=-386.91, remainder_fraction=100.0000%, Lmin=-378.76, Lmax=-20.86
17:27:23 [ultranest] [DEBUG] iteration=73, ncalls=480, regioncalls=3200, ndraw=40, logz=-384.80, remainder_fraction=100.0000%, Lmin=-374.20, Lmax=-20.86
17:27:40 [ultranest] [DEBUG] iteration=74, ncalls=482, regioncalls=3280, ndraw=40, logz=-380.36, remainder_fraction=100.0000%, Lmin=-373.13, Lmax=-20.86
17:27:51 [ultranest] [DEBUG] iteration=75, ncalls=483, regioncalls=3320, ndraw=40, logz=-379.01, remainder_fraction=100.0000%, Lmin=-368.52, Lmax=-20.86
17:28:02 [ultranest] [DEBUG] iteration=76, ncalls=484, regioncalls=3360, ndraw=40, logz=-374.68, remainder_fraction=100.0000%, Lmin=-368.25, Lmax=-20.86
17:28:14 [ultranest] [DEBUG] iteration=77, ncalls=485, regioncalls=3400, ndraw=40, logz=-373.86, remainder_fraction=100.0000%, Lmin=-366.80, Lmax=-20.86
17:28:24 [ultranest] [DEBUG] iteration=78, ncalls=486, regioncalls=3440, ndraw=40, logz=-372.64, remainder_fraction=100.0000%, Lmin=-366.49, Lmax=-20.86
17:28:36 [ultranest] [DEBUG] iteration=79, ncalls=487, regioncalls=3480, ndraw=40, logz=-371.97, remainder_fraction=100.0000%, Lmin=-363.27, Lmax=-20.86
17:28:46 [ultranest] [DEBUG] iteration=80, ncalls=488, regioncalls=3520, ndraw=40, logz=-369.38, remainder_fraction=100.0000%, Lmin=-359.64, Lmax=-20.86
17:28:56 [ultranest] [DEBUG] iteration=81, ncalls=489, regioncalls=3560, ndraw=40, logz=-365.81, remainder_fraction=100.0000%, Lmin=-359.14, Lmax=-20.86
17:29:06 [ultranest] [DEBUG] iteration=82, ncalls=490, regioncalls=3600, ndraw=40, logz=-364.85, remainder_fraction=100.0000%, Lmin=-356.18, Lmax=-20.86
17:29:18 [ultranest] [DEBUG] iteration=83, ncalls=491, regioncalls=3640, ndraw=40, logz=-362.29, remainder_fraction=100.0000%, Lmin=-355.93, Lmax=-20.86
17:29:28 [ultranest] [DEBUG] iteration=84, ncalls=492, regioncalls=3680, ndraw=40, logz=-361.52, remainder_fraction=100.0000%, Lmin=-351.47, Lmax=-20.86
17:29:38 [ultranest] [DEBUG] iteration=85, ncalls=493, regioncalls=3720, ndraw=40, logz=-357.65, remainder_fraction=100.0000%, Lmin=-350.93, Lmax=-20.86
17:29:48 [ultranest] [DEBUG] iteration=86, ncalls=494, regioncalls=3760, ndraw=40, logz=-356.66, remainder_fraction=100.0000%, Lmin=-347.28, Lmax=-20.86
17:30:00 [ultranest] [DEBUG] iteration=87, ncalls=495, regioncalls=3800, ndraw=40, logz=-353.44, remainder_fraction=100.0000%, Lmin=-342.92, Lmax=-20.86
17:30:10 [ultranest] [DEBUG] iteration=88, ncalls=496, regioncalls=3840, ndraw=40, logz=-349.12, remainder_fraction=100.0000%, Lmin=-340.79, Lmax=-20.86
17:30:20 [ultranest] [DEBUG] iteration=89, ncalls=497, regioncalls=3880, ndraw=40, logz=-346.88, remainder_fraction=100.0000%, Lmin=-339.12, Lmax=-20.86
17:30:31 [ultranest] [DEBUG] iteration=90, ncalls=498, regioncalls=3920, ndraw=40, logz=-345.15, remainder_fraction=100.0000%, Lmin=-339.01, Lmax=-20.86
17:30:43 [ultranest] [DEBUG] iteration=91, ncalls=499, regioncalls=3960, ndraw=40, logz=-344.49, remainder_fraction=100.0000%, Lmin=-338.72, Lmax=-20.86
17:31:00 [ultranest] [DEBUG] iteration=92, ncalls=501, regioncalls=4040, ndraw=40, logz=-344.00, remainder_fraction=100.0000%, Lmin=-337.80, Lmax=-20.86
17:31:17 [ultranest] [DEBUG] iteration=93, ncalls=503, regioncalls=4120, ndraw=40, logz=-343.32, remainder_fraction=100.0000%, Lmin=-337.19, Lmax=-20.86
17:31:35 [ultranest] [DEBUG] iteration=94, ncalls=505, regioncalls=4200, ndraw=40, logz=-342.67, remainder_fraction=100.0000%, Lmin=-332.99, Lmax=-20.86
17:31:51 [ultranest] [DEBUG] iteration=95, ncalls=507, regioncalls=4280, ndraw=40, logz=-339.19, remainder_fraction=100.0000%, Lmin=-332.12, Lmax=-20.86
17:32:02 [ultranest] [DEBUG] iteration=96, ncalls=508, regioncalls=4320, ndraw=40, logz=-337.99, remainder_fraction=100.0000%, Lmin=-329.95, Lmax=-20.86
17:32:13 [ultranest] [DEBUG] iteration=97, ncalls=509, regioncalls=4360, ndraw=40, logz=-336.03, remainder_fraction=100.0000%, Lmin=-329.04, Lmax=-20.86
17:32:37 [ultranest] [DEBUG] iteration=98, ncalls=512, regioncalls=4480, ndraw=40, logz=-334.89, remainder_fraction=100.0000%, Lmin=-324.85, Lmax=-20.86
17:32:55 [ultranest] [DEBUG] iteration=99, ncalls=514, regioncalls=4560, ndraw=40, logz=-331.07, remainder_fraction=100.0000%, Lmin=-324.41, Lmax=-20.86
17:33:06 [ultranest] [DEBUG] iteration=100, ncalls=515, regioncalls=4600, ndraw=40, logz=-330.15, remainder_fraction=100.0000%, Lmin=-323.56, Lmax=-17.04
17:33:22 [ultranest] [DEBUG] iteration=101, ncalls=517, regioncalls=4680, ndraw=40, logz=-329.27, remainder_fraction=100.0000%, Lmin=-320.21, Lmax=-17.04
17:33:37 [ultranest] [DEBUG] iteration=102, ncalls=519, regioncalls=4760, ndraw=40, logz=-326.40, remainder_fraction=100.0000%, Lmin=-317.51, Lmax=-17.04
17:33:47 [ultranest] [DEBUG] iteration=103, ncalls=520, regioncalls=4800, ndraw=40, logz=-323.69, remainder_fraction=100.0000%, Lmin=-316.76, Lmax=-17.04
17:33:56 [ultranest] [DEBUG] iteration=104, ncalls=521, regioncalls=4840, ndraw=40, logz=-322.60, remainder_fraction=100.0000%, Lmin=-315.26, Lmax=-17.04
17:34:06 [ultranest] [DEBUG] iteration=105, ncalls=522, regioncalls=4880, ndraw=40, logz=-321.22, remainder_fraction=100.0000%, Lmin=-310.67, Lmax=-17.04
17:34:17 [ultranest] [DEBUG] iteration=106, ncalls=523, regioncalls=4920, ndraw=40, logz=-316.91, remainder_fraction=100.0000%, Lmin=-310.52, Lmax=-17.04
17:34:32 [ultranest] [DEBUG] iteration=107, ncalls=525, regioncalls=5000, ndraw=40, logz=-316.15, remainder_fraction=100.0000%, Lmin=-310.05, Lmax=-17.04
17:34:49 [ultranest] [DEBUG] iteration=108, ncalls=527, regioncalls=5080, ndraw=40, logz=-315.53, remainder_fraction=100.0000%, Lmin=-309.83, Lmax=-17.04
17:35:00 [ultranest] [DEBUG] iteration=109, ncalls=528, regioncalls=5120, ndraw=40, logz=-315.08, remainder_fraction=100.0000%, Lmin=-307.94, Lmax=-17.04
17:35:24 [ultranest] [DEBUG] iteration=110, ncalls=531, regioncalls=5240, ndraw=40, logz=-313.86, remainder_fraction=100.0000%, Lmin=-307.92, Lmax=-17.04
17:35:34 [ultranest] [DEBUG] iteration=111, ncalls=532, regioncalls=5280, ndraw=40, logz=-313.32, remainder_fraction=100.0000%, Lmin=-307.08, Lmax=-17.04
17:35:44 [ultranest] [DEBUG] iteration=112, ncalls=533, regioncalls=5320, ndraw=40, logz=-312.64, remainder_fraction=100.0000%, Lmin=-306.80, Lmax=-17.04
17:35:54 [ultranest] [DEBUG] iteration=113, ncalls=534, regioncalls=5360, ndraw=40, logz=-312.14, remainder_fraction=100.0000%, Lmin=-306.77, Lmax=-17.04
17:36:11 [ultranest] [DEBUG] iteration=114, ncalls=536, regioncalls=5440, ndraw=40, logz=-311.80, remainder_fraction=100.0000%, Lmin=-305.73, Lmax=-17.04
17:36:21 [ultranest] [DEBUG] iteration=115, ncalls=537, regioncalls=5480, ndraw=40, logz=-311.21, remainder_fraction=100.0000%, Lmin=-304.00, Lmax=-17.04
17:36:30 [ultranest] [DEBUG] iteration=116, ncalls=538, regioncalls=5520, ndraw=40, logz=-309.94, remainder_fraction=100.0000%, Lmin=-303.14, Lmax=-17.04
17:36:40 [ultranest] [DEBUG] iteration=117, ncalls=539, regioncalls=5560, ndraw=40, logz=-308.96, remainder_fraction=100.0000%, Lmin=-302.73, Lmax=-17.04
17:36:49 [ultranest] [DEBUG] iteration=118, ncalls=540, regioncalls=5600, ndraw=40, logz=-308.29, remainder_fraction=100.0000%, Lmin=-302.55, Lmax=-17.04
17:36:59 [ultranest] [DEBUG] iteration=119, ncalls=541, regioncalls=5640, ndraw=40, logz=-307.84, remainder_fraction=100.0000%, Lmin=-302.44, Lmax=-17.04
17:37:08 [ultranest] [DEBUG] iteration=120, ncalls=542, regioncalls=5680, ndraw=40, logz=-307.50, remainder_fraction=100.0000%, Lmin=-301.73, Lmax=-17.04
17:37:33 [ultranest] [DEBUG] iteration=121, ncalls=545, regioncalls=5800, ndraw=40, logz=-307.03, remainder_fraction=100.0000%, Lmin=-299.77, Lmax=-17.04
17:37:42 [ultranest] [DEBUG] iteration=122, ncalls=546, regioncalls=5840, ndraw=40, logz=-305.75, remainder_fraction=100.0000%, Lmin=-297.42, Lmax=-17.04
17:37:59 [ultranest] [DEBUG] iteration=123, ncalls=548, regioncalls=5920, ndraw=40, logz=-303.59, remainder_fraction=100.0000%, Lmin=-297.00, Lmax=-17.04
17:38:08 [ultranest] [DEBUG] iteration=124, ncalls=549, regioncalls=5960, ndraw=40, logz=-302.74, remainder_fraction=100.0000%, Lmin=-296.57, Lmax=-17.04
17:38:18 [ultranest] [DEBUG] iteration=125, ncalls=550, regioncalls=6000, ndraw=40, logz=-302.11, remainder_fraction=100.0000%, Lmin=-296.37, Lmax=-17.04
17:38:42 [ultranest] [DEBUG] iteration=126, ncalls=553, regioncalls=6120, ndraw=40, logz=-301.66, remainder_fraction=100.0000%, Lmin=-295.59, Lmax=-17.04
17:38:58 [ultranest] [DEBUG] iteration=127, ncalls=555, regioncalls=6200, ndraw=40, logz=-301.08, remainder_fraction=100.0000%, Lmin=-294.24, Lmax=-17.04
17:39:07 [ultranest] [DEBUG] iteration=128, ncalls=556, regioncalls=6240, ndraw=40, logz=-300.09, remainder_fraction=100.0000%, Lmin=-293.60, Lmax=-17.04
17:39:17 [ultranest] [DEBUG] iteration=129, ncalls=557, regioncalls=6280, ndraw=40, logz=-299.30, remainder_fraction=100.0000%, Lmin=-293.53, Lmax=-17.04
17:39:28 [ultranest] [DEBUG] iteration=130, ncalls=558, regioncalls=6320, ndraw=40, logz=-298.85, remainder_fraction=100.0000%, Lmin=-293.12, Lmax=-17.04
17:39:38 [ultranest] [DEBUG] iteration=131, ncalls=559, regioncalls=6360, ndraw=40, logz=-298.41, remainder_fraction=100.0000%, Lmin=-293.10, Lmax=-17.04
17:39:48 [ultranest] [DEBUG] iteration=132, ncalls=560, regioncalls=6400, ndraw=40, logz=-298.10, remainder_fraction=100.0000%, Lmin=-293.05, Lmax=-17.04
17:40:10 [ultranest] [DEBUG] iteration=133, ncalls=563, regioncalls=6520, ndraw=40, logz=-297.85, remainder_fraction=100.0000%, Lmin=-291.63, Lmax=-17.04
17:40:19 [ultranest] [DEBUG] iteration=134, ncalls=564, regioncalls=6560, ndraw=40, logz=-297.21, remainder_fraction=100.0000%, Lmin=-291.26, Lmax=-17.04
17:40:29 [ultranest] [DEBUG] iteration=135, ncalls=565, regioncalls=6600, ndraw=40, logz=-296.68, remainder_fraction=100.0000%, Lmin=-287.75, Lmax=-17.04
17:40:39 [ultranest] [DEBUG] iteration=136, ncalls=566, regioncalls=6640, ndraw=40, logz=-294.01, remainder_fraction=100.0000%, Lmin=-287.47, Lmax=-17.04
17:40:48 [ultranest] [DEBUG] iteration=137, ncalls=567, regioncalls=6680, ndraw=40, logz=-293.21, remainder_fraction=100.0000%, Lmin=-286.85, Lmax=-17.04
17:40:58 [ultranest] [DEBUG] iteration=138, ncalls=568, regioncalls=6720, ndraw=40, logz=-292.50, remainder_fraction=100.0000%, Lmin=-286.20, Lmax=-17.04
17:41:08 [ultranest] [DEBUG] iteration=139, ncalls=569, regioncalls=6760, ndraw=40, logz=-291.83, remainder_fraction=100.0000%, Lmin=-284.94, Lmax=-17.04
17:41:18 [ultranest] [DEBUG] iteration=140, ncalls=570, regioncalls=6800, ndraw=40, logz=-290.83, remainder_fraction=100.0000%, Lmin=-282.71, Lmax=-17.04
17:41:35 [ultranest] [DEBUG] iteration=141, ncalls=572, regioncalls=6880, ndraw=40, logz=-288.89, remainder_fraction=100.0000%, Lmin=-282.33, Lmax=-17.04
17:41:44 [ultranest] [DEBUG] iteration=142, ncalls=573, regioncalls=6920, ndraw=40, logz=-288.09, remainder_fraction=100.0000%, Lmin=-277.29, Lmax=-17.04
17:41:54 [ultranest] [DEBUG] iteration=143, ncalls=574, regioncalls=6960, ndraw=40, logz=-283.63, remainder_fraction=100.0000%, Lmin=-276.91, Lmax=-17.04
17:42:10 [ultranest] [DEBUG] iteration=144, ncalls=576, regioncalls=7040, ndraw=40, logz=-282.73, remainder_fraction=100.0000%, Lmin=-276.49, Lmax=-17.04
17:42:20 [ultranest] [DEBUG] iteration=145, ncalls=577, regioncalls=7080, ndraw=40, logz=-282.09, remainder_fraction=100.0000%, Lmin=-276.45, Lmax=-17.04
17:42:29 [ultranest] [DEBUG] iteration=146, ncalls=578, regioncalls=7120, ndraw=40, logz=-281.69, remainder_fraction=100.0000%, Lmin=-276.24, Lmax=-17.04
