09:03:13 [ultranest] [DEBUG] ReactiveNestedSampler: dims=5+0, resume=False, log_dir=calibration/fit/PCB 81/run1, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
09:03:29 [ultranest] [INFO] Sampling 400 live points from prior ...
09:52:16 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
09:52:16 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
09:52:16 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
09:52:25 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-722.93, Lmax=-7.15
09:53:49 [ultranest] [DEBUG] iteration=11, ncalls=412, regioncalls=480, ndraw=40, logz=-282.82, remainder_fraction=100.0000%, Lmin=-262.51, Lmax=-7.15
09:53:57 [ultranest] [DEBUG] iteration=12, ncalls=413, regioncalls=520, ndraw=40, logz=-268.53, remainder_fraction=100.0000%, Lmin=-235.94, Lmax=-7.15
09:54:04 [ultranest] [DEBUG] iteration=13, ncalls=414, regioncalls=560, ndraw=40, logz=-241.96, remainder_fraction=100.0000%, Lmin=-226.23, Lmax=-7.15
09:54:11 [ultranest] [DEBUG] iteration=14, ncalls=415, regioncalls=600, ndraw=40, logz=-232.25, remainder_fraction=100.0000%, Lmin=-218.13, Lmax=-7.15
09:54:18 [ultranest] [DEBUG] iteration=15, ncalls=416, regioncalls=640, ndraw=40, logz=-224.16, remainder_fraction=100.0000%, Lmin=-217.64, Lmax=-7.15
09:54:27 [ultranest] [DEBUG] iteration=16, ncalls=417, regioncalls=680, ndraw=40, logz=-223.19, remainder_fraction=100.0000%, Lmin=-216.87, Lmax=-7.15
09:54:41 [ultranest] [DEBUG] iteration=17, ncalls=419, regioncalls=760, ndraw=40, logz=-222.34, remainder_fraction=100.0000%, Lmin=-212.14, Lmax=-7.15
09:54:49 [ultranest] [DEBUG] iteration=18, ncalls=420, regioncalls=800, ndraw=40, logz=-218.16, remainder_fraction=100.0000%, Lmin=-208.89, Lmax=-7.15
09:54:56 [ultranest] [DEBUG] iteration=19, ncalls=421, regioncalls=840, ndraw=40, logz=-214.89, remainder_fraction=100.0000%, Lmin=-206.58, Lmax=-7.15
09:55:03 [ultranest] [DEBUG] iteration=20, ncalls=422, regioncalls=880, ndraw=40, logz=-212.52, remainder_fraction=100.0000%, Lmin=-205.50, Lmax=-7.15
09:55:10 [ultranest] [DEBUG] iteration=21, ncalls=423, regioncalls=920, ndraw=40, logz=-211.23, remainder_fraction=100.0000%, Lmin=-198.01, Lmax=-7.15
09:55:18 [ultranest] [DEBUG] iteration=22, ncalls=424, regioncalls=960, ndraw=40, logz=-204.05, remainder_fraction=100.0000%, Lmin=-195.60, Lmax=-7.15
09:55:25 [ultranest] [DEBUG] iteration=23, ncalls=425, regioncalls=1000, ndraw=40, logz=-201.56, remainder_fraction=100.0000%, Lmin=-190.70, Lmax=-7.15
09:55:33 [ultranest] [DEBUG] iteration=24, ncalls=426, regioncalls=1040, ndraw=40, logz=-196.74, remainder_fraction=100.0000%, Lmin=-189.08, Lmax=-7.15
09:55:41 [ultranest] [DEBUG] iteration=25, ncalls=427, regioncalls=1080, ndraw=40, logz=-194.95, remainder_fraction=100.0000%, Lmin=-181.95, Lmax=-7.15
09:55:48 [ultranest] [DEBUG] iteration=26, ncalls=428, regioncalls=1120, ndraw=40, logz=-188.00, remainder_fraction=100.0000%, Lmin=-176.03, Lmax=-7.15
09:56:02 [ultranest] [DEBUG] iteration=27, ncalls=430, regioncalls=1200, ndraw=40, logz=-182.09, remainder_fraction=100.0000%, Lmin=-173.77, Lmax=-7.15
09:56:15 [ultranest] [DEBUG] iteration=28, ncalls=432, regioncalls=1280, ndraw=40, logz=-179.73, remainder_fraction=100.0000%, Lmin=-173.61, Lmax=-7.15
09:56:21 [ultranest] [DEBUG] iteration=29, ncalls=433, regioncalls=1320, ndraw=40, logz=-179.01, remainder_fraction=100.0000%, Lmin=-171.42, Lmax=-7.15
09:56:30 [ultranest] [DEBUG] iteration=30, ncalls=434, regioncalls=1360, ndraw=40, logz=-177.29, remainder_fraction=100.0000%, Lmin=-170.16, Lmax=-7.15
09:56:36 [ultranest] [DEBUG] iteration=31, ncalls=435, regioncalls=1400, ndraw=40, logz=-175.93, remainder_fraction=100.0000%, Lmin=-169.00, Lmax=-7.15
09:56:43 [ultranest] [DEBUG] iteration=32, ncalls=436, regioncalls=1440, ndraw=40, logz=-174.71, remainder_fraction=100.0000%, Lmin=-165.39, Lmax=-7.15
09:56:51 [ultranest] [DEBUG] iteration=33, ncalls=437, regioncalls=1480, ndraw=40, logz=-171.42, remainder_fraction=100.0000%, Lmin=-163.31, Lmax=-7.15
09:56:59 [ultranest] [DEBUG] iteration=34, ncalls=438, regioncalls=1520, ndraw=40, logz=-169.27, remainder_fraction=100.0000%, Lmin=-159.57, Lmax=-7.15
09:57:06 [ultranest] [DEBUG] iteration=35, ncalls=439, regioncalls=1560, ndraw=40, logz=-165.62, remainder_fraction=100.0000%, Lmin=-159.55, Lmax=-7.15
09:57:21 [ultranest] [DEBUG] iteration=36, ncalls=441, regioncalls=1640, ndraw=40, logz=-164.93, remainder_fraction=100.0000%, Lmin=-158.54, Lmax=-7.15
09:57:28 [ultranest] [DEBUG] iteration=37, ncalls=442, regioncalls=1680, ndraw=40, logz=-164.07, remainder_fraction=100.0000%, Lmin=-156.63, Lmax=-7.15
09:57:36 [ultranest] [DEBUG] iteration=38, ncalls=443, regioncalls=1720, ndraw=40, logz=-162.48, remainder_fraction=100.0000%, Lmin=-154.21, Lmax=-7.15
09:57:43 [ultranest] [DEBUG] iteration=39, ncalls=444, regioncalls=1760, ndraw=40, logz=-160.19, remainder_fraction=100.0000%, Lmin=-153.10, Lmax=-7.15
09:58:04 [ultranest] [DEBUG] iteration=40, ncalls=447, regioncalls=1880, ndraw=40, logz=-158.88, remainder_fraction=100.0000%, Lmin=-151.34, Lmax=-7.15
09:58:12 [ultranest] [DEBUG] iteration=41, ncalls=448, regioncalls=1920, ndraw=40, logz=-157.22, remainder_fraction=100.0000%, Lmin=-151.00, Lmax=-7.15
09:58:19 [ultranest] [DEBUG] iteration=42, ncalls=449, regioncalls=1960, ndraw=40, logz=-156.46, remainder_fraction=100.0000%, Lmin=-150.79, Lmax=-7.15
09:58:26 [ultranest] [DEBUG] iteration=43, ncalls=450, regioncalls=2000, ndraw=40, logz=-155.96, remainder_fraction=100.0000%, Lmin=-149.23, Lmax=-7.15
09:58:34 [ultranest] [DEBUG] iteration=44, ncalls=451, regioncalls=2040, ndraw=40, logz=-154.90, remainder_fraction=100.0000%, Lmin=-147.96, Lmax=-7.15
09:58:41 [ultranest] [DEBUG] iteration=45, ncalls=452, regioncalls=2080, ndraw=40, logz=-153.70, remainder_fraction=100.0000%, Lmin=-146.94, Lmax=-7.15
09:58:49 [ultranest] [DEBUG] iteration=46, ncalls=453, regioncalls=2120, ndraw=40, logz=-152.63, remainder_fraction=100.0000%, Lmin=-146.86, Lmax=-7.15
09:58:56 [ultranest] [DEBUG] iteration=47, ncalls=454, regioncalls=2160, ndraw=40, logz=-152.09, remainder_fraction=100.0000%, Lmin=-146.81, Lmax=-7.15
09:59:03 [ultranest] [DEBUG] iteration=48, ncalls=455, regioncalls=2200, ndraw=40, logz=-151.73, remainder_fraction=100.0000%, Lmin=-145.43, Lmax=-7.15
09:59:11 [ultranest] [DEBUG] iteration=49, ncalls=456, regioncalls=2240, ndraw=40, logz=-150.94, remainder_fraction=100.0000%, Lmin=-145.22, Lmax=-7.15
09:59:19 [ultranest] [DEBUG] iteration=50, ncalls=457, regioncalls=2280, ndraw=40, logz=-150.42, remainder_fraction=100.0000%, Lmin=-143.44, Lmax=-7.15
09:59:27 [ultranest] [DEBUG] iteration=51, ncalls=458, regioncalls=2320, ndraw=40, logz=-149.21, remainder_fraction=100.0000%, Lmin=-140.95, Lmax=-7.15
09:59:34 [ultranest] [DEBUG] iteration=52, ncalls=459, regioncalls=2360, ndraw=40, logz=-146.96, remainder_fraction=100.0000%, Lmin=-140.59, Lmax=-7.15
09:59:42 [ultranest] [DEBUG] iteration=53, ncalls=460, regioncalls=2400, ndraw=40, logz=-146.13, remainder_fraction=100.0000%, Lmin=-139.82, Lmax=-7.15
09:59:50 [ultranest] [DEBUG] iteration=54, ncalls=461, regioncalls=2440, ndraw=40, logz=-145.34, remainder_fraction=100.0000%, Lmin=-138.33, Lmax=-7.15
09:59:57 [ultranest] [DEBUG] iteration=55, ncalls=462, regioncalls=2480, ndraw=40, logz=-144.11, remainder_fraction=100.0000%, Lmin=-135.10, Lmax=-7.15
10:00:04 [ultranest] [DEBUG] iteration=56, ncalls=463, regioncalls=2520, ndraw=40, logz=-141.17, remainder_fraction=100.0000%, Lmin=-134.05, Lmax=-7.15
10:00:12 [ultranest] [DEBUG] iteration=57, ncalls=464, regioncalls=2560, ndraw=40, logz=-139.86, remainder_fraction=100.0000%, Lmin=-133.40, Lmax=-7.15
10:00:19 [ultranest] [DEBUG] iteration=58, ncalls=465, regioncalls=2600, ndraw=40, logz=-138.99, remainder_fraction=100.0000%, Lmin=-130.06, Lmax=-7.15
10:00:27 [ultranest] [DEBUG] iteration=59, ncalls=466, regioncalls=2640, ndraw=40, logz=-136.14, remainder_fraction=100.0000%, Lmin=-129.77, Lmax=-7.15
10:00:34 [ultranest] [DEBUG] iteration=60, ncalls=467, regioncalls=2680, ndraw=40, logz=-135.33, remainder_fraction=100.0000%, Lmin=-129.35, Lmax=-7.15
10:00:42 [ultranest] [DEBUG] iteration=61, ncalls=468, regioncalls=2720, ndraw=40, logz=-134.71, remainder_fraction=100.0000%, Lmin=-129.01, Lmax=-7.15
10:00:49 [ultranest] [DEBUG] iteration=62, ncalls=469, regioncalls=2760, ndraw=40, logz=-134.21, remainder_fraction=100.0000%, Lmin=-127.19, Lmax=-7.15
10:00:57 [ultranest] [DEBUG] iteration=63, ncalls=470, regioncalls=2800, ndraw=40, logz=-132.99, remainder_fraction=100.0000%, Lmin=-127.11, Lmax=-7.15
10:01:04 [ultranest] [DEBUG] iteration=64, ncalls=471, regioncalls=2840, ndraw=40, logz=-132.42, remainder_fraction=100.0000%, Lmin=-126.91, Lmax=-7.15
10:01:12 [ultranest] [DEBUG] iteration=65, ncalls=472, regioncalls=2880, ndraw=40, logz=-132.00, remainder_fraction=100.0000%, Lmin=-126.89, Lmax=-7.15
10:01:19 [ultranest] [DEBUG] iteration=66, ncalls=473, regioncalls=2920, ndraw=40, logz=-131.70, remainder_fraction=100.0000%, Lmin=-125.00, Lmax=-7.15
10:01:28 [ultranest] [DEBUG] iteration=67, ncalls=474, regioncalls=2960, ndraw=40, logz=-130.70, remainder_fraction=100.0000%, Lmin=-124.66, Lmax=-7.15
10:01:36 [ultranest] [DEBUG] iteration=68, ncalls=475, regioncalls=3000, ndraw=40, logz=-130.06, remainder_fraction=100.0000%, Lmin=-123.94, Lmax=-7.15
10:01:43 [ultranest] [DEBUG] iteration=69, ncalls=476, regioncalls=3040, ndraw=40, logz=-129.39, remainder_fraction=100.0000%, Lmin=-122.98, Lmax=-7.15
10:01:50 [ultranest] [DEBUG] iteration=70, ncalls=477, regioncalls=3080, ndraw=40, logz=-128.57, remainder_fraction=100.0000%, Lmin=-122.90, Lmax=-7.15
10:01:58 [ultranest] [DEBUG] iteration=71, ncalls=478, regioncalls=3120, ndraw=40, logz=-128.09, remainder_fraction=100.0000%, Lmin=-122.42, Lmax=-7.15
10:02:06 [ultranest] [DEBUG] iteration=72, ncalls=479, regioncalls=3160, ndraw=40, logz=-127.62, remainder_fraction=100.0000%, Lmin=-122.23, Lmax=-7.15
10:02:14 [ultranest] [DEBUG] iteration=73, ncalls=480, regioncalls=3200, ndraw=40, logz=-127.24, remainder_fraction=100.0000%, Lmin=-121.18, Lmax=-7.15
10:02:21 [ultranest] [DEBUG] iteration=74, ncalls=481, regioncalls=3240, ndraw=40, logz=-126.61, remainder_fraction=100.0000%, Lmin=-120.82, Lmax=-7.15
10:02:35 [ultranest] [DEBUG] iteration=75, ncalls=483, regioncalls=3320, ndraw=40, logz=-126.09, remainder_fraction=100.0000%, Lmin=-119.51, Lmax=-7.15
10:02:44 [ultranest] [DEBUG] iteration=76, ncalls=484, regioncalls=3360, ndraw=40, logz=-125.18, remainder_fraction=100.0000%, Lmin=-117.34, Lmax=-7.15
10:02:51 [ultranest] [DEBUG] iteration=77, ncalls=485, regioncalls=3400, ndraw=40, logz=-123.35, remainder_fraction=100.0000%, Lmin=-115.18, Lmax=-7.15
10:02:59 [ultranest] [DEBUG] iteration=78, ncalls=486, regioncalls=3440, ndraw=40, logz=-121.24, remainder_fraction=100.0000%, Lmin=-114.54, Lmax=-7.15
10:03:06 [ultranest] [DEBUG] iteration=79, ncalls=487, regioncalls=3480, ndraw=40, logz=-120.26, remainder_fraction=100.0000%, Lmin=-114.12, Lmax=-7.15
10:03:14 [ultranest] [DEBUG] iteration=80, ncalls=488, regioncalls=3520, ndraw=40, logz=-119.59, remainder_fraction=100.0000%, Lmin=-113.99, Lmax=-7.15
10:03:22 [ultranest] [DEBUG] iteration=81, ncalls=489, regioncalls=3560, ndraw=40, logz=-119.15, remainder_fraction=100.0000%, Lmin=-113.11, Lmax=-7.15
10:03:30 [ultranest] [DEBUG] iteration=82, ncalls=490, regioncalls=3600, ndraw=40, logz=-118.53, remainder_fraction=100.0000%, Lmin=-112.37, Lmax=-7.15
10:03:37 [ultranest] [DEBUG] iteration=83, ncalls=491, regioncalls=3640, ndraw=40, logz=-117.86, remainder_fraction=100.0000%, Lmin=-112.25, Lmax=-7.15
10:03:57 [ultranest] [DEBUG] iteration=84, ncalls=494, regioncalls=3760, ndraw=40, logz=-117.42, remainder_fraction=100.0000%, Lmin=-111.92, Lmax=-7.15
10:04:04 [ultranest] [DEBUG] iteration=85, ncalls=495, regioncalls=3800, ndraw=40, logz=-117.01, remainder_fraction=100.0000%, Lmin=-111.73, Lmax=-7.15
10:04:12 [ultranest] [DEBUG] iteration=86, ncalls=496, regioncalls=3840, ndraw=40, logz=-116.68, remainder_fraction=100.0000%, Lmin=-111.48, Lmax=-7.15
10:04:20 [ultranest] [DEBUG] iteration=87, ncalls=497, regioncalls=3880, ndraw=40, logz=-116.37, remainder_fraction=100.0000%, Lmin=-110.43, Lmax=-7.15
10:04:35 [ultranest] [DEBUG] iteration=88, ncalls=499, regioncalls=3960, ndraw=40, logz=-115.80, remainder_fraction=100.0000%, Lmin=-110.27, Lmax=-7.15
10:04:43 [ultranest] [DEBUG] iteration=89, ncalls=500, regioncalls=4000, ndraw=40, logz=-115.39, remainder_fraction=100.0000%, Lmin=-110.09, Lmax=-7.15
10:04:51 [ultranest] [DEBUG] iteration=90, ncalls=501, regioncalls=4040, ndraw=40, logz=-115.05, remainder_fraction=100.0000%, Lmin=-108.86, Lmax=-7.15
10:05:05 [ultranest] [DEBUG] iteration=91, ncalls=503, regioncalls=4120, ndraw=40, logz=-114.37, remainder_fraction=100.0000%, Lmin=-108.69, Lmax=-7.15
10:05:12 [ultranest] [DEBUG] iteration=92, ncalls=504, regioncalls=4160, ndraw=40, logz=-113.91, remainder_fraction=100.0000%, Lmin=-108.21, Lmax=-7.15
10:05:19 [ultranest] [DEBUG] iteration=93, ncalls=505, regioncalls=4200, ndraw=40, logz=-113.45, remainder_fraction=100.0000%, Lmin=-108.21, Lmax=-7.15
10:05:27 [ultranest] [DEBUG] iteration=94, ncalls=506, regioncalls=4240, ndraw=40, logz=-113.13, remainder_fraction=100.0000%, Lmin=-108.02, Lmax=-7.15
10:05:35 [ultranest] [DEBUG] iteration=95, ncalls=507, regioncalls=4280, ndraw=40, logz=-112.85, remainder_fraction=100.0000%, Lmin=-107.06, Lmax=-7.15
10:05:43 [ultranest] [DEBUG] iteration=96, ncalls=508, regioncalls=4320, ndraw=40, logz=-112.35, remainder_fraction=100.0000%, Lmin=-106.21, Lmax=-7.15
10:05:49 [ultranest] [DEBUG] iteration=97, ncalls=509, regioncalls=4360, ndraw=40, logz=-111.70, remainder_fraction=100.0000%, Lmin=-105.49, Lmax=-7.15
10:05:58 [ultranest] [DEBUG] iteration=98, ncalls=510, regioncalls=4400, ndraw=40, logz=-111.02, remainder_fraction=100.0000%, Lmin=-104.96, Lmax=-7.15
10:06:06 [ultranest] [DEBUG] iteration=99, ncalls=511, regioncalls=4440, ndraw=40, logz=-110.41, remainder_fraction=100.0000%, Lmin=-104.50, Lmax=-7.15
10:06:13 [ultranest] [DEBUG] iteration=100, ncalls=512, regioncalls=4480, ndraw=40, logz=-109.87, remainder_fraction=100.0000%, Lmin=-103.92, Lmax=-7.15
10:06:20 [ultranest] [DEBUG] iteration=101, ncalls=513, regioncalls=4520, ndraw=40, logz=-109.31, remainder_fraction=100.0000%, Lmin=-103.88, Lmax=-7.15
10:06:28 [ultranest] [DEBUG] iteration=102, ncalls=514, regioncalls=4560, ndraw=40, logz=-108.94, remainder_fraction=100.0000%, Lmin=-100.00, Lmax=-7.15
10:06:36 [ultranest] [DEBUG] iteration=103, ncalls=515, regioncalls=4600, ndraw=40, logz=-106.18, remainder_fraction=100.0000%, Lmin=-99.98, Lmax=-7.15
10:06:45 [ultranest] [DEBUG] iteration=104, ncalls=516, regioncalls=4640, ndraw=40, logz=-105.51, remainder_fraction=100.0000%, Lmin=-99.47, Lmax=-7.15
10:06:53 [ultranest] [DEBUG] iteration=105, ncalls=517, regioncalls=4680, ndraw=40, logz=-104.92, remainder_fraction=100.0000%, Lmin=-98.96, Lmax=-7.15
10:07:00 [ultranest] [DEBUG] iteration=106, ncalls=518, regioncalls=4720, ndraw=40, logz=-104.36, remainder_fraction=100.0000%, Lmin=-97.92, Lmax=-7.15
10:07:07 [ultranest] [DEBUG] iteration=107, ncalls=519, regioncalls=4760, ndraw=40, logz=-103.57, remainder_fraction=100.0000%, Lmin=-95.66, Lmax=-7.15
10:07:16 [ultranest] [DEBUG] iteration=108, ncalls=520, regioncalls=4800, ndraw=40, logz=-101.74, remainder_fraction=100.0000%, Lmin=-95.48, Lmax=-7.15
10:07:23 [ultranest] [DEBUG] iteration=109, ncalls=521, regioncalls=4840, ndraw=40, logz=-101.05, remainder_fraction=100.0000%, Lmin=-94.08, Lmax=-7.15
10:07:31 [ultranest] [DEBUG] iteration=110, ncalls=522, regioncalls=4880, ndraw=40, logz=-99.95, remainder_fraction=100.0000%, Lmin=-93.93, Lmax=-7.15
10:07:39 [ultranest] [DEBUG] iteration=111, ncalls=523, regioncalls=4920, ndraw=40, logz=-99.37, remainder_fraction=100.0000%, Lmin=-93.43, Lmax=-7.15
10:07:47 [ultranest] [DEBUG] iteration=112, ncalls=524, regioncalls=4960, ndraw=40, logz=-98.83, remainder_fraction=100.0000%, Lmin=-93.37, Lmax=-7.15
10:07:54 [ultranest] [DEBUG] iteration=113, ncalls=525, regioncalls=5000, ndraw=40, logz=-98.46, remainder_fraction=100.0000%, Lmin=-93.19, Lmax=-7.15
10:08:16 [ultranest] [DEBUG] iteration=114, ncalls=528, regioncalls=5120, ndraw=40, logz=-98.15, remainder_fraction=100.0000%, Lmin=-92.37, Lmax=-7.15
10:08:38 [ultranest] [DEBUG] iteration=115, ncalls=531, regioncalls=5240, ndraw=40, logz=-97.67, remainder_fraction=100.0000%, Lmin=-91.32, Lmax=-7.15
10:08:46 [ultranest] [DEBUG] iteration=116, ncalls=532, regioncalls=5280, ndraw=40, logz=-96.94, remainder_fraction=100.0000%, Lmin=-89.61, Lmax=-7.15
10:09:00 [ultranest] [DEBUG] iteration=117, ncalls=534, regioncalls=5360, ndraw=40, logz=-95.59, remainder_fraction=100.0000%, Lmin=-89.31, Lmax=-7.15
10:09:08 [ultranest] [DEBUG] iteration=118, ncalls=535, regioncalls=5400, ndraw=40, logz=-94.90, remainder_fraction=100.0000%, Lmin=-88.91, Lmax=-7.15
10:09:15 [ultranest] [DEBUG] iteration=119, ncalls=536, regioncalls=5440, ndraw=40, logz=-94.35, remainder_fraction=100.0000%, Lmin=-87.66, Lmax=-7.15
10:09:28 [ultranest] [DEBUG] iteration=120, ncalls=538, regioncalls=5520, ndraw=40, logz=-93.44, remainder_fraction=100.0000%, Lmin=-87.51, Lmax=-7.15
10:09:36 [ultranest] [DEBUG] iteration=121, ncalls=539, regioncalls=5560, ndraw=40, logz=-92.91, remainder_fraction=100.0000%, Lmin=-87.25, Lmax=-7.15
10:09:44 [ultranest] [DEBUG] iteration=122, ncalls=540, regioncalls=5600, ndraw=40, logz=-92.49, remainder_fraction=100.0000%, Lmin=-87.06, Lmax=-7.15
10:09:52 [ultranest] [DEBUG] iteration=123, ncalls=541, regioncalls=5640, ndraw=40, logz=-92.14, remainder_fraction=100.0000%, Lmin=-86.05, Lmax=-7.15
10:10:00 [ultranest] [DEBUG] iteration=124, ncalls=542, regioncalls=5680, ndraw=40, logz=-91.54, remainder_fraction=100.0000%, Lmin=-85.15, Lmax=-7.15
10:10:07 [ultranest] [DEBUG] iteration=125, ncalls=543, regioncalls=5720, ndraw=40, logz=-90.80, remainder_fraction=100.0000%, Lmin=-84.97, Lmax=-7.15
10:10:35 [ultranest] [DEBUG] iteration=126, ncalls=547, regioncalls=5880, ndraw=40, logz=-90.32, remainder_fraction=100.0000%, Lmin=-84.51, Lmax=-7.15
10:10:43 [ultranest] [DEBUG] iteration=127, ncalls=548, regioncalls=5920, ndraw=40, logz=-89.84, remainder_fraction=100.0000%, Lmin=-84.03, Lmax=-7.15
10:10:50 [ultranest] [DEBUG] iteration=128, ncalls=549, regioncalls=5960, ndraw=40, logz=-89.37, remainder_fraction=100.0000%, Lmin=-84.03, Lmax=-7.15
10:11:05 [ultranest] [DEBUG] iteration=129, ncalls=551, regioncalls=6040, ndraw=40, logz=-89.05, remainder_fraction=100.0000%, Lmin=-83.25, Lmax=-7.15
10:11:12 [ultranest] [DEBUG] iteration=130, ncalls=552, regioncalls=6080, ndraw=40, logz=-88.58, remainder_fraction=100.0000%, Lmin=-81.75, Lmax=-7.15
10:11:27 [ultranest] [DEBUG] iteration=131, ncalls=554, regioncalls=6160, ndraw=40, logz=-87.60, remainder_fraction=100.0000%, Lmin=-80.50, Lmax=-7.15
10:11:35 [ultranest] [DEBUG] iteration=132, ncalls=555, regioncalls=6200, ndraw=40, logz=-86.44, remainder_fraction=100.0000%, Lmin=-80.24, Lmax=-7.15
10:11:43 [ultranest] [DEBUG] iteration=133, ncalls=556, regioncalls=6240, ndraw=40, logz=-85.81, remainder_fraction=100.0000%, Lmin=-80.07, Lmax=-7.15
10:11:50 [ultranest] [DEBUG] iteration=134, ncalls=557, regioncalls=6280, ndraw=40, logz=-85.37, remainder_fraction=100.0000%, Lmin=-79.80, Lmax=-7.15
10:11:58 [ultranest] [DEBUG] iteration=135, ncalls=558, regioncalls=6320, ndraw=40, logz=-84.98, remainder_fraction=100.0000%, Lmin=-79.58, Lmax=-7.15
10:12:20 [ultranest] [DEBUG] iteration=136, ncalls=561, regioncalls=6440, ndraw=40, logz=-84.65, remainder_fraction=100.0000%, Lmin=-78.30, Lmax=-7.15
10:12:26 [ultranest] [DEBUG] iteration=137, ncalls=562, regioncalls=6480, ndraw=40, logz=-83.95, remainder_fraction=100.0000%, Lmin=-78.27, Lmax=-7.15
10:12:34 [ultranest] [DEBUG] iteration=138, ncalls=563, regioncalls=6520, ndraw=40, logz=-83.53, remainder_fraction=100.0000%, Lmin=-77.47, Lmax=-7.15
10:12:40 [ultranest] [DEBUG] iteration=139, ncalls=564, regioncalls=6560, ndraw=40, logz=-82.97, remainder_fraction=100.0000%, Lmin=-77.34, Lmax=-7.15
10:12:55 [ultranest] [DEBUG] iteration=140, ncalls=566, regioncalls=6640, ndraw=40, logz=-82.57, remainder_fraction=100.0000%, Lmin=-76.82, Lmax=-7.15
10:13:03 [ultranest] [DEBUG] iteration=141, ncalls=567, regioncalls=6680, ndraw=40, logz=-82.13, remainder_fraction=100.0000%, Lmin=-76.28, Lmax=-7.15
10:13:11 [ultranest] [DEBUG] iteration=142, ncalls=568, regioncalls=6720, ndraw=40, logz=-81.65, remainder_fraction=100.0000%, Lmin=-75.75, Lmax=-7.15
10:13:19 [ultranest] [DEBUG] iteration=143, ncalls=569, regioncalls=6760, ndraw=40, logz=-81.15, remainder_fraction=100.0000%, Lmin=-75.70, Lmax=-7.15
10:13:33 [ultranest] [DEBUG] iteration=144, ncalls=571, regioncalls=6840, ndraw=40, logz=-80.81, remainder_fraction=100.0000%, Lmin=-75.56, Lmax=-7.15
10:13:41 [ultranest] [DEBUG] iteration=145, ncalls=572, regioncalls=6880, ndraw=40, logz=-80.53, remainder_fraction=100.0000%, Lmin=-75.42, Lmax=-7.15
10:13:48 [ultranest] [DEBUG] iteration=146, ncalls=573, regioncalls=6920, ndraw=40, logz=-80.27, remainder_fraction=100.0000%, Lmin=-75.14, Lmax=-7.15
