"pFat_mean","pFat_stdev","pFat_median","pFat_errlo","pFat_errup","pLiver_mean","pLiver_stdev","pLiver_median","pLiver_errlo","pLiver_errup","pSlow_mean","pSlow_stdev","pSlow_median","pSlow_errlo","pSlow_errup","kMet_mean","kMet_stdev","kMet_median","kMet_errlo","kMet_errup","fAbs_mean","fAbs_stdev","fAbs_median","fAbs_errlo","fAbs_errup"
1.053168621536188283e+02,4.366712081488046948e+01,9.778225826757086736e+01,6.564976456627532286e+01,1.446149747627853515e+02,1.864275623351323929e+01,8.158645708704288069e+00,1.703563417163224614e+01,1.148859933651850795e+01,2.568037390503619122e+01,7.580354876292856261e+02,1.918576255818744301e+02,8.051118621488775489e+02,5.595741919161416718e+02,9.467393953141794327e+02,4.158765900502565387e+02,2.057749243129297270e+02,3.888179223676110610e+02,2.085053793551661272e+02,6.315994833697582180e+02,4.000641082881747357e-01,2.190864624094979174e-01,3.571665062254165690e-01,1.801682225844405127e-01,6.418188583033211936e-01
