"pFat_mean","pFat_stdev","pFat_median","pFat_errlo","pFat_errup","pLiver_mean","pLiver_stdev","pLiver_median","pLiver_errlo","pLiver_errup","pSlow_mean","pSlow_stdev","pSlow_median","pSlow_errlo","pSlow_errup","kMet_mean","kMet_stdev","kMet_median","kMet_errlo","kMet_errup","fAbs_mean","fAbs_stdev","fAbs_median","fAbs_errlo","fAbs_errup"
3.143169282120385901e+02,9.765456927318012958e+01,3.043994761190180611e+02,2.159393418034743775e+02,4.161940761251912591e+02,3.015230808524589889e+01,1.207537840484054925e+01,2.819948606830448057e+01,1.879270119824231955e+01,4.118863745006038357e+01,8.471271768874288455e+00,7.669226771460796677e+00,6.184785085824530348e+00,2.368231454905523226e+00,1.424823969687290415e+01,1.640707090198952400e+01,4.507370285218413208e+00,1.593986730900867954e+01,1.181294028883104730e+01,2.089847035013924881e+01,8.920481358791512161e-01,9.367500009375794023e-02,9.174796837288349272e-01,8.011557252681058561e-01,9.790460657082069584e-01
