"pFat_mean","pFat_stdev","pFat_median","pFat_errlo","pFat_errup","pLiver_mean","pLiver_stdev","pLiver_median","pLiver_errlo","pLiver_errup","pSlow_mean","pSlow_stdev","pSlow_median","pSlow_errlo","pSlow_errup","kMet_mean","kMet_stdev","kMet_median","kMet_errlo","kMet_errup","fAbs_mean","fAbs_stdev","fAbs_median","fAbs_errlo","fAbs_errup"
3.455136586929239115e+02,1.021003796231773606e+02,3.383863533947506994e+02,2.374358765088317966e+02,4.576032722101579679e+02,7.833824057858821277e+01,2.828292752811881527e+01,7.389089703851041691e+01,5.143493710459777901e+01,1.056049169448121319e+02,4.737940528393040296e+01,2.433516113509460510e+01,4.642387677965284354e+01,2.086617403387760916e+01,7.498518949929456312e+01,9.335461375113500537e+01,2.587430064379622863e+01,9.337730399824543781e+01,6.599256622714862885e+01,1.210770079150019569e+02,7.758404504407988567e-01,1.611565767495191093e-01,8.023200220517605619e-01,5.982552595914392146e-01,9.394020858742412328e-01
