10:00:11 [ultranest] [DEBUG] ReactiveNestedSampler: dims=5+0, resume=False, log_dir=calibration/fit/PCB 126/run1, backend=hdf5, vectorized=False, nbootstraps=30, ndraw=128..65536
10:00:30 [ultranest] [INFO] Sampling 400 live points from prior ...
10:55:20 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.0010, min_ess=400
10:55:20 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
10:55:20 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
10:55:27 [ultranest] [DEBUG] iteration=0, ncalls=401, regioncalls=40, ndraw=40, logz=-inf, remainder_fraction=100.0000%, Lmin=-1595.75, Lmax=-25.35
11:02:50 [ultranest] [DEBUG] iteration=47, ncalls=452, regioncalls=2080, ndraw=40, logz=-448.78, remainder_fraction=100.0000%, Lmin=-439.16, Lmax=-14.07
11:02:58 [ultranest] [DEBUG] iteration=48, ncalls=453, regioncalls=2120, ndraw=40, logz=-445.24, remainder_fraction=100.0000%, Lmin=-428.14, Lmax=-14.07
11:03:08 [ultranest] [DEBUG] iteration=49, ncalls=454, regioncalls=2160, ndraw=40, logz=-434.25, remainder_fraction=100.0000%, Lmin=-427.97, Lmax=-14.07
11:03:16 [ultranest] [DEBUG] iteration=50, ncalls=455, regioncalls=2200, ndraw=40, logz=-433.47, remainder_fraction=100.0000%, Lmin=-427.75, Lmax=-14.07
11:03:43 [ultranest] [DEBUG] iteration=51, ncalls=458, regioncalls=2320, ndraw=40, logz=-432.96, remainder_fraction=100.0000%, Lmin=-427.63, Lmax=-14.07
11:03:53 [ultranest] [DEBUG] iteration=52, ncalls=459, regioncalls=2360, ndraw=40, logz=-432.58, remainder_fraction=100.0000%, Lmin=-422.43, Lmax=-14.07
11:04:02 [ultranest] [DEBUG] iteration=53, ncalls=460, regioncalls=2400, ndraw=40, logz=-428.53, remainder_fraction=100.0000%, Lmin=-420.56, Lmax=-14.07
11:04:11 [ultranest] [DEBUG] iteration=54, ncalls=461, regioncalls=2440, ndraw=40, logz=-426.54, remainder_fraction=100.0000%, Lmin=-417.79, Lmax=-14.07
11:04:20 [ultranest] [DEBUG] iteration=55, ncalls=462, regioncalls=2480, ndraw=40, logz=-423.85, remainder_fraction=100.0000%, Lmin=-417.62, Lmax=-14.07
11:04:29 [ultranest] [DEBUG] iteration=56, ncalls=463, regioncalls=2520, ndraw=40, logz=-423.10, remainder_fraction=100.0000%, Lmin=-407.97, Lmax=-14.07
11:04:38 [ultranest] [DEBUG] iteration=57, ncalls=464, regioncalls=2560, ndraw=40, logz=-414.10, remainder_fraction=100.0000%, Lmin=-402.35, Lmax=-14.07
11:04:47 [ultranest] [DEBUG] iteration=58, ncalls=465, regioncalls=2600, ndraw=40, logz=-408.48, remainder_fraction=100.0000%, Lmin=-392.64, Lmax=-14.07
11:04:57 [ultranest] [DEBUG] iteration=59, ncalls=466, regioncalls=2640, ndraw=40, logz=-398.78, remainder_fraction=100.0000%, Lmin=-392.24, Lmax=-14.07
11:05:06 [ultranest] [DEBUG] iteration=60, ncalls=467, regioncalls=2680, ndraw=40, logz=-397.87, remainder_fraction=100.0000%, Lmin=-392.01, Lmax=-14.07
11:05:16 [ultranest] [DEBUG] iteration=61, ncalls=468, regioncalls=2720, ndraw=40, logz=-397.31, remainder_fraction=100.0000%, Lmin=-391.92, Lmax=-14.07
11:05:33 [ultranest] [DEBUG] iteration=62, ncalls=470, regioncalls=2800, ndraw=40, logz=-396.92, remainder_fraction=100.0000%, Lmin=-391.65, Lmax=-14.07
11:05:42 [ultranest] [DEBUG] iteration=63, ncalls=471, regioncalls=2840, ndraw=40, logz=-396.57, remainder_fraction=100.0000%, Lmin=-385.62, Lmax=-14.07
11:05:50 [ultranest] [DEBUG] iteration=64, ncalls=472, regioncalls=2880, ndraw=40, logz=-391.77, remainder_fraction=100.0000%, Lmin=-382.19, Lmax=-14.07
11:05:59 [ultranest] [DEBUG] iteration=65, ncalls=473, regioncalls=2920, ndraw=40, logz=-388.31, remainder_fraction=100.0000%, Lmin=-382.05, Lmax=-14.07
11:06:15 [ultranest] [DEBUG] iteration=66, ncalls=475, regioncalls=3000, ndraw=40, logz=-387.57, remainder_fraction=100.0000%, Lmin=-380.61, Lmax=-14.07
11:06:24 [ultranest] [DEBUG] iteration=67, ncalls=476, regioncalls=3040, ndraw=40, logz=-386.39, remainder_fraction=100.0000%, Lmin=-379.30, Lmax=-14.07
11:06:34 [ultranest] [DEBUG] iteration=68, ncalls=477, regioncalls=3080, ndraw=40, logz=-385.13, remainder_fraction=100.0000%, Lmin=-378.56, Lmax=-14.07
11:06:43 [ultranest] [DEBUG] iteration=69, ncalls=478, regioncalls=3120, ndraw=40, logz=-384.21, remainder_fraction=100.0000%, Lmin=-378.46, Lmax=-14.07
11:06:51 [ultranest] [DEBUG] iteration=70, ncalls=479, regioncalls=3160, ndraw=40, logz=-383.71, remainder_fraction=100.0000%, Lmin=-376.70, Lmax=-14.07
11:07:01 [ultranest] [DEBUG] iteration=71, ncalls=480, regioncalls=3200, ndraw=40, logz=-382.51, remainder_fraction=100.0000%, Lmin=-375.63, Lmax=-14.07
11:07:10 [ultranest] [DEBUG] iteration=72, ncalls=481, regioncalls=3240, ndraw=40, logz=-381.40, remainder_fraction=100.0000%, Lmin=-372.70, Lmax=-14.07
11:07:20 [ultranest] [DEBUG] iteration=73, ncalls=482, regioncalls=3280, ndraw=40, logz=-378.79, remainder_fraction=100.0000%, Lmin=-372.68, Lmax=-14.07
11:07:28 [ultranest] [DEBUG] iteration=74, ncalls=483, regioncalls=3320, ndraw=40, logz=-378.13, remainder_fraction=100.0000%, Lmin=-371.66, Lmax=-14.07
11:07:44 [ultranest] [DEBUG] iteration=75, ncalls=485, regioncalls=3400, ndraw=40, logz=-377.28, remainder_fraction=100.0000%, Lmin=-371.49, Lmax=-14.07
11:08:02 [ultranest] [DEBUG] iteration=76, ncalls=487, regioncalls=3480, ndraw=40, logz=-376.76, remainder_fraction=100.0000%, Lmin=-368.75, Lmax=-14.07
11:08:20 [ultranest] [DEBUG] iteration=77, ncalls=489, regioncalls=3560, ndraw=40, logz=-374.78, remainder_fraction=100.0000%, Lmin=-367.96, Lmax=-14.07
11:08:29 [ultranest] [DEBUG] iteration=78, ncalls=490, regioncalls=3600, ndraw=40, logz=-373.72, remainder_fraction=100.0000%, Lmin=-367.69, Lmax=-14.07
11:08:46 [ultranest] [DEBUG] iteration=79, ncalls=492, regioncalls=3680, ndraw=40, logz=-373.10, remainder_fraction=100.0000%, Lmin=-364.64, Lmax=-14.07
11:08:54 [ultranest] [DEBUG] iteration=80, ncalls=493, regioncalls=3720, ndraw=40, logz=-370.73, remainder_fraction=100.0000%, Lmin=-362.40, Lmax=-14.07
11:09:03 [ultranest] [DEBUG] iteration=81, ncalls=494, regioncalls=3760, ndraw=40, logz=-368.48, remainder_fraction=100.0000%, Lmin=-362.26, Lmax=-14.07
11:09:13 [ultranest] [DEBUG] iteration=82, ncalls=495, regioncalls=3800, ndraw=40, logz=-367.78, remainder_fraction=100.0000%, Lmin=-359.56, Lmax=-14.07
11:09:31 [ultranest] [DEBUG] iteration=83, ncalls=497, regioncalls=3880, ndraw=40, logz=-365.63, remainder_fraction=100.0000%, Lmin=-358.52, Lmax=-14.07
11:09:40 [ultranest] [DEBUG] iteration=84, ncalls=498, regioncalls=3920, ndraw=40, logz=-364.38, remainder_fraction=100.0000%, Lmin=-355.85, Lmax=-14.07
11:09:50 [ultranest] [DEBUG] iteration=85, ncalls=499, regioncalls=3960, ndraw=40, logz=-361.96, remainder_fraction=100.0000%, Lmin=-355.41, Lmax=-14.07
11:10:07 [ultranest] [DEBUG] iteration=86, ncalls=501, regioncalls=4040, ndraw=40, logz=-361.08, remainder_fraction=100.0000%, Lmin=-354.63, Lmax=-14.07
11:10:18 [ultranest] [DEBUG] iteration=87, ncalls=502, regioncalls=4080, ndraw=40, logz=-360.26, remainder_fraction=100.0000%, Lmin=-354.27, Lmax=-14.07
11:10:28 [ultranest] [DEBUG] iteration=88, ncalls=503, regioncalls=4120, ndraw=40, logz=-359.67, remainder_fraction=100.0000%, Lmin=-353.14, Lmax=-14.07
11:10:46 [ultranest] [DEBUG] iteration=89, ncalls=505, regioncalls=4200, ndraw=40, logz=-358.81, remainder_fraction=100.0000%, Lmin=-352.72, Lmax=-14.07
11:10:55 [ultranest] [DEBUG] iteration=90, ncalls=506, regioncalls=4240, ndraw=40, logz=-358.17, remainder_fraction=100.0000%, Lmin=-351.24, Lmax=-14.07
11:11:03 [ultranest] [DEBUG] iteration=91, ncalls=507, regioncalls=4280, ndraw=40, logz=-357.06, remainder_fraction=100.0000%, Lmin=-349.99, Lmax=-14.07
11:11:09 [ultranest] [DEBUG] iteration=92, ncalls=508, regioncalls=4320, ndraw=40, logz=-355.85, remainder_fraction=100.0000%, Lmin=-348.31, Lmax=-14.07
11:11:18 [ultranest] [DEBUG] iteration=93, ncalls=509, regioncalls=4360, ndraw=40, logz=-354.30, remainder_fraction=100.0000%, Lmin=-345.12, Lmax=-14.07
11:11:26 [ultranest] [DEBUG] iteration=94, ncalls=510, regioncalls=4400, ndraw=40, logz=-351.30, remainder_fraction=100.0000%, Lmin=-343.89, Lmax=-14.07
11:11:34 [ultranest] [DEBUG] iteration=95, ncalls=511, regioncalls=4440, ndraw=40, logz=-349.85, remainder_fraction=100.0000%, Lmin=-341.92, Lmax=-14.07
11:11:43 [ultranest] [DEBUG] iteration=96, ncalls=512, regioncalls=4480, ndraw=40, logz=-347.98, remainder_fraction=100.0000%, Lmin=-338.10, Lmax=-14.07
11:11:51 [ultranest] [DEBUG] iteration=97, ncalls=513, regioncalls=4520, ndraw=40, logz=-344.31, remainder_fraction=100.0000%, Lmin=-337.48, Lmax=-14.07
11:12:01 [ultranest] [DEBUG] iteration=98, ncalls=514, regioncalls=4560, ndraw=40, logz=-343.27, remainder_fraction=100.0000%, Lmin=-337.23, Lmax=-14.07
11:12:26 [ultranest] [DEBUG] iteration=99, ncalls=517, regioncalls=4680, ndraw=40, logz=-342.67, remainder_fraction=100.0000%, Lmin=-336.22, Lmax=-14.07
11:12:34 [ultranest] [DEBUG] iteration=100, ncalls=518, regioncalls=4720, ndraw=40, logz=-341.87, remainder_fraction=100.0000%, Lmin=-332.37, Lmax=-14.07
11:12:45 [ultranest] [DEBUG] iteration=101, ncalls=519, regioncalls=4760, ndraw=40, logz=-338.58, remainder_fraction=100.0000%, Lmin=-332.06, Lmax=-14.07
11:12:54 [ultranest] [DEBUG] iteration=102, ncalls=520, regioncalls=4800, ndraw=40, logz=-337.74, remainder_fraction=100.0000%, Lmin=-330.58, Lmax=-14.07
11:13:04 [ultranest] [DEBUG] iteration=103, ncalls=521, regioncalls=4840, ndraw=40, logz=-336.49, remainder_fraction=100.0000%, Lmin=-327.64, Lmax=-14.07
11:13:12 [ultranest] [DEBUG] iteration=104, ncalls=522, regioncalls=4880, ndraw=40, logz=-333.82, remainder_fraction=100.0000%, Lmin=-323.70, Lmax=-14.07
11:13:21 [ultranest] [DEBUG] iteration=105, ncalls=523, regioncalls=4920, ndraw=40, logz=-329.94, remainder_fraction=100.0000%, Lmin=-323.56, Lmax=-14.07
11:13:30 [ultranest] [DEBUG] iteration=106, ncalls=524, regioncalls=4960, ndraw=40, logz=-329.18, remainder_fraction=100.0000%, Lmin=-322.21, Lmax=-14.07
11:13:40 [ultranest] [DEBUG] iteration=107, ncalls=525, regioncalls=5000, ndraw=40, logz=-328.07, remainder_fraction=100.0000%, Lmin=-319.80, Lmax=-14.07
11:13:49 [ultranest] [DEBUG] iteration=108, ncalls=526, regioncalls=5040, ndraw=40, logz=-325.94, remainder_fraction=100.0000%, Lmin=-317.38, Lmax=-14.07
11:13:58 [ultranest] [DEBUG] iteration=109, ncalls=527, regioncalls=5080, ndraw=40, logz=-323.54, remainder_fraction=100.0000%, Lmin=-314.31, Lmax=-14.07
11:14:08 [ultranest] [DEBUG] iteration=110, ncalls=528, regioncalls=5120, ndraw=40, logz=-320.53, remainder_fraction=100.0000%, Lmin=-314.30, Lmax=-14.07
11:14:25 [ultranest] [DEBUG] iteration=111, ncalls=530, regioncalls=5200, ndraw=40, logz=-319.86, remainder_fraction=100.0000%, Lmin=-314.27, Lmax=-14.07
11:14:34 [ultranest] [DEBUG] iteration=112, ncalls=531, regioncalls=5240, ndraw=40, logz=-319.45, remainder_fraction=100.0000%, Lmin=-310.29, Lmax=-14.07
11:14:44 [ultranest] [DEBUG] iteration=113, ncalls=532, regioncalls=5280, ndraw=40, logz=-316.51, remainder_fraction=100.0000%, Lmin=-305.87, Lmax=-14.07
11:14:53 [ultranest] [DEBUG] iteration=114, ncalls=533, regioncalls=5320, ndraw=40, logz=-312.13, remainder_fraction=100.0000%, Lmin=-302.73, Lmax=-14.07
11:15:01 [ultranest] [DEBUG] iteration=115, ncalls=534, regioncalls=5360, ndraw=40, logz=-308.97, remainder_fraction=100.0000%, Lmin=-301.82, Lmax=-14.07
11:15:10 [ultranest] [DEBUG] iteration=116, ncalls=535, regioncalls=5400, ndraw=40, logz=-307.75, remainder_fraction=100.0000%, Lmin=-299.67, Lmax=-14.07
11:15:20 [ultranest] [DEBUG] iteration=117, ncalls=536, regioncalls=5440, ndraw=40, logz=-305.80, remainder_fraction=100.0000%, Lmin=-299.43, Lmax=-14.07
11:15:29 [ultranest] [DEBUG] iteration=118, ncalls=537, regioncalls=5480, ndraw=40, logz=-305.07, remainder_fraction=100.0000%, Lmin=-298.19, Lmax=-14.07
11:15:38 [ultranest] [DEBUG] iteration=119, ncalls=538, regioncalls=5520, ndraw=40, logz=-304.04, remainder_fraction=100.0000%, Lmin=-297.62, Lmax=-14.07
11:15:47 [ultranest] [DEBUG] iteration=120, ncalls=539, regioncalls=5560, ndraw=40, logz=-303.28, remainder_fraction=100.0000%, Lmin=-295.41, Lmax=-14.07
11:15:56 [ultranest] [DEBUG] iteration=121, ncalls=540, regioncalls=5600, ndraw=40, logz=-301.51, remainder_fraction=100.0000%, Lmin=-293.08, Lmax=-14.07
11:16:06 [ultranest] [DEBUG] iteration=122, ncalls=541, regioncalls=5640, ndraw=40, logz=-299.26, remainder_fraction=100.0000%, Lmin=-293.04, Lmax=-14.07
11:16:29 [ultranest] [DEBUG] iteration=123, ncalls=544, regioncalls=5760, ndraw=40, logz=-298.61, remainder_fraction=100.0000%, Lmin=-292.30, Lmax=-14.07
11:16:36 [ultranest] [DEBUG] iteration=124, ncalls=545, regioncalls=5800, ndraw=40, logz=-297.91, remainder_fraction=100.0000%, Lmin=-291.09, Lmax=-14.07
11:16:44 [ultranest] [DEBUG] iteration=125, ncalls=546, regioncalls=5840, ndraw=40, logz=-296.93, remainder_fraction=100.0000%, Lmin=-289.97, Lmax=-14.07
11:17:02 [ultranest] [DEBUG] iteration=126, ncalls=548, regioncalls=5920, ndraw=40, logz=-295.85, remainder_fraction=100.0000%, Lmin=-289.85, Lmax=-14.07
11:17:11 [ultranest] [DEBUG] iteration=127, ncalls=549, regioncalls=5960, ndraw=40, logz=-295.30, remainder_fraction=100.0000%, Lmin=-288.79, Lmax=-14.07
11:17:20 [ultranest] [DEBUG] iteration=128, ncalls=550, regioncalls=6000, ndraw=40, logz=-294.50, remainder_fraction=100.0000%, Lmin=-286.43, Lmax=-14.07
11:17:30 [ultranest] [DEBUG] iteration=129, ncalls=551, regioncalls=6040, ndraw=40, logz=-292.58, remainder_fraction=100.0000%, Lmin=-285.22, Lmax=-14.07
11:17:39 [ultranest] [DEBUG] iteration=130, ncalls=552, regioncalls=6080, ndraw=40, logz=-291.24, remainder_fraction=100.0000%, Lmin=-284.82, Lmax=-14.07
11:17:48 [ultranest] [DEBUG] iteration=131, ncalls=553, regioncalls=6120, ndraw=40, logz=-290.49, remainder_fraction=100.0000%, Lmin=-283.41, Lmax=-14.07
11:17:58 [ultranest] [DEBUG] iteration=132, ncalls=554, regioncalls=6160, ndraw=40, logz=-289.35, remainder_fraction=100.0000%, Lmin=-281.06, Lmax=-14.07
11:18:07 [ultranest] [DEBUG] iteration=133, ncalls=555, regioncalls=6200, ndraw=40, logz=-287.25, remainder_fraction=100.0000%, Lmin=-280.42, Lmax=-14.07
11:18:28 [ultranest] [DEBUG] iteration=134, ncalls=557, regioncalls=6280, ndraw=40, logz=-286.27, remainder_fraction=100.0000%, Lmin=-279.73, Lmax=-14.07
11:18:57 [ultranest] [DEBUG] iteration=135, ncalls=560, regioncalls=6400, ndraw=40, logz=-285.46, remainder_fraction=100.0000%, Lmin=-278.84, Lmax=-14.07
11:19:06 [ultranest] [DEBUG] iteration=136, ncalls=561, regioncalls=6440, ndraw=40, logz=-284.61, remainder_fraction=100.0000%, Lmin=-278.76, Lmax=-14.07
11:19:17 [ultranest] [DEBUG] iteration=137, ncalls=562, regioncalls=6480, ndraw=40, logz=-284.13, remainder_fraction=100.0000%, Lmin=-278.01, Lmax=-14.07
11:19:27 [ultranest] [DEBUG] iteration=138, ncalls=563, regioncalls=6520, ndraw=40, logz=-283.54, remainder_fraction=100.0000%, Lmin=-273.82, Lmax=-14.07
11:19:36 [ultranest] [DEBUG] iteration=139, ncalls=564, regioncalls=6560, ndraw=40, logz=-280.13, remainder_fraction=100.0000%, Lmin=-270.53, Lmax=-14.07
11:19:45 [ultranest] [DEBUG] iteration=140, ncalls=565, regioncalls=6600, ndraw=40, logz=-276.84, remainder_fraction=100.0000%, Lmin=-269.88, Lmax=-14.07
11:20:14 [ultranest] [DEBUG] iteration=141, ncalls=568, regioncalls=6720, ndraw=40, logz=-275.79, remainder_fraction=100.0000%, Lmin=-267.35, Lmax=-14.07
11:20:25 [ultranest] [DEBUG] iteration=142, ncalls=569, regioncalls=6760, ndraw=40, logz=-273.58, remainder_fraction=100.0000%, Lmin=-267.31, Lmax=-14.07
11:20:33 [ultranest] [DEBUG] iteration=143, ncalls=570, regioncalls=6800, ndraw=40, logz=-272.93, remainder_fraction=100.0000%, Lmin=-265.54, Lmax=-14.07
11:20:44 [ultranest] [DEBUG] iteration=144, ncalls=571, regioncalls=6840, ndraw=40, logz=-271.59, remainder_fraction=100.0000%, Lmin=-265.13, Lmax=-14.07
11:21:13 [ultranest] [DEBUG] iteration=145, ncalls=574, regioncalls=6960, ndraw=40, logz=-270.84, remainder_fraction=100.0000%, Lmin=-263.51, Lmax=-14.07
11:21:23 [ultranest] [DEBUG] iteration=146, ncalls=575, regioncalls=7000, ndraw=40, logz=-269.54, remainder_fraction=100.0000%, Lmin=-262.56, Lmax=-14.07
